Rinkimai,Sąrašas,Porinkiminis nr sąraše ,"Vardas, pavardė ","Vardas, Pavarde (be ""(V)"")",Priešrinkiminis nr sąraše ,Pirmumo balsai,Reitingo balai
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,1,GABRIELIUS LANDSBERGIS (V) ,GABRIELIUS LANDSBERGIS ,1,132227,132227
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,2,INGRIDA ŠIMONYTĖ (V) ,INGRIDA ŠIMONYTĖ ,4,118263,118263
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,3,ANDRIUS KUBILIUS ,ANDRIUS KUBILIUS ,3,72731,72731
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,4,IRENA DEGUTIENĖ ,IRENA DEGUTIENĖ ,2,66723,66723
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,5,AGNĖ BILOTAITĖ ,AGNĖ BILOTAITĖ ,5,50983,50983
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,6,RASA JUKNEVIČIENĖ ,RASA JUKNEVIČIENĖ ,7,38480,38480
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,7,ŽYGIMANTAS PAVILIONIS (V) ,ŽYGIMANTAS PAVILIONIS ,18,27029,27029
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,8,RADVILĖ MORKŪNAITĖ-MIKULĖNIENĖ ,RADVILĖ MORKŪNAITĖ-MIKULĖNIENĖ ,9,23031,23031
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,9,PAULIUS SAUDARGAS (V) ,PAULIUS SAUDARGAS ,6,18454,18454
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,10,MANTAS ADOMĖNAS ,MANTAS ADOMĖNAS ,14,17594,17594
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,11,MYKOLAS MAJAUSKAS (V) ,MYKOLAS MAJAUSKAS ,36,17351,17351
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,12,TADAS LANGAITIS ,TADAS LANGAITIS ,29,17310,17310
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,13,DAINIUS KREIVYS (V) ,DAINIUS KREIVYS ,12,17204,17204
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,14,VYTAUTAS JUOZAPAITIS ,VYTAUTAS JUOZAPAITIS ,8,15553,15553
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,15,VYTAUTAS KERNAGIS (V) ,VYTAUTAS KERNAGIS ,22,14921,14921
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,16,KĘSTUTIS MASIULIS ,KĘSTUTIS MASIULIS ,19,13483,13483
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,17,JURGIS RAZMA ,JURGIS RAZMA ,10,13427,13427
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,18,LAURYNAS KASČIŪNAS ,LAURYNAS KASČIŪNAS ,11,13184,13184
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,19,ARVYDAS ANUŠAUSKAS ,ARVYDAS ANUŠAUSKAS ,13,12313,12313
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,20,EMANUELIS ZINGERIS ,EMANUELIS ZINGERIS ,16,9240,9240
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,21,AUDRONIUS AŽUBALIS ,AUDRONIUS AŽUBALIS ,17,8569,8569
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,22,MONIKA NAVICKIENĖ (V) ,MONIKA NAVICKIENĖ ,25,8419,8419
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,23,RIMANTAS JONAS DAGYS ,RIMANTAS JONAS DAGYS ,15,7431,7431
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,24,ROKAS ŽILINSKAS ,ROKAS ŽILINSKAS ,34,7331,7331
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,25,KAZYS STARKEVIČIUS ,KAZYS STARKEVIČIUS ,20,7270,7270
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,26,STASYS ŠEDBARAS ,STASYS ŠEDBARAS ,23,6634,6634
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,27,SERGEJUS JOVAIŠA ,SERGEJUS JOVAIŠA ,24,6483,6483
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,28,GINTARĖ SKAISTĖ ,GINTARĖ SKAISTĖ ,35,6232,6232
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,29,ANDRIUS NAVICKAS ,ANDRIUS NAVICKAS ,31,6127,6127
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,30,ANDRIUS KUPČINSKAS ,ANDRIUS KUPČINSKAS ,30,5992,5992
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,31,VILIJA ALEKNAITĖ ABRAMIKIENĖ ,VILIJA ALEKNAITĖ ABRAMIKIENĖ ,21,5325,5325
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,32,AISTĖ GEDVILIENĖ ,AISTĖ GEDVILIENĖ ,28,4953,4953
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,33,LIUTAURAS KAZLAVICKAS ,LIUTAURAS KAZLAVICKAS ,26,4770,4770
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,34,JUOZAS PUNDZIUS ,JUOZAS PUNDZIUS ,42,3893,3893
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,35,VALENTINAS STUNDYS ,VALENTINAS STUNDYS ,27,3819,3819
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,36,ANDRIUS VYŠNIAUSKAS ,ANDRIUS VYŠNIAUSKAS ,45,3260,3260
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,37,ANTANAS MATULAS (V) ,ANTANAS MATULAS ,37,3104,3104
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,38,ARVYDAS VIDŽIŪNAS ,ARVYDAS VIDŽIŪNAS ,32,3078,3078
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,39,VINCĖ VAIDEVUTĖ MARGEVIČIENĖ ,VINCĖ VAIDEVUTĖ MARGEVIČIENĖ ,33,2612,2612
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,40,VILIUS SEMEŠKA ,VILIUS SEMEŠKA ,46,2428,2428
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,41,DONATAS JANKAUSKAS ,DONATAS JANKAUSKAS ,40,2267,2267
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,42,MARTYNAS ŠIURKUS ,MARTYNAS ŠIURKUS ,141,2239,2239
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,43,EDMUNDAS PUPINIS (V) ,EDMUNDAS PUPINIS ,50,2213,2213
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,44,TOMAS PETREIKIS ,TOMAS PETREIKIS ,55,2039,2039
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,45,JUOZAS GALDIKAS ,JUOZAS GALDIKAS ,43,1905,1905
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,46,JULIUS DAUTARTAS ,JULIUS DAUTARTAS ,38,1841,1841
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,47,JUSTINAS URBANAVIČIUS ,JUSTINAS URBANAVIČIUS ,48,1779,1779
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,48,RYTAS KUPČINSKAS ,RYTAS KUPČINSKAS ,44,1755,1755
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,49,VAIDAS ŠALAŠEVIČIUS ,VAIDAS ŠALAŠEVIČIUS ,47,1587,1587
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,50,EDITA GUDIŠAUSKIENĖ ,EDITA GUDIŠAUSKIENĖ ,68,1575,1575
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,51,KĘSTUTIS AČAS ,KĘSTUTIS AČAS ,69,1470,1470
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,52,AUŠRA ŽALYTĖ ,AUŠRA ŽALYTĖ ,138,1412,1412
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,53,RASA PETRAUSKIENĖ ,RASA PETRAUSKIENĖ ,52,1397,1397
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,54,ANDRIUS JUČAS ,ANDRIUS JUČAS ,74,1393,1393
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,55,ANDRIUS BAUTRONIS ,ANDRIUS BAUTRONIS ,64,1390,1390
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,56,SANDRA TAMAŠAUSKIENĖ ,SANDRA TAMAŠAUSKIENĖ ,61,1377,1377
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,57,VIDAS URBONAVIČIUS ,VIDAS URBONAVIČIUS ,41,1366,1366
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,58,SAULIUS ŠILINIS ,SAULIUS ŠILINIS ,140,1348,1348
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,59,RASA BAŠKIENĖ ,RASA BAŠKIENĖ ,51,1286,1286
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,60,LORETA KALNIKAITĖ ,LORETA KALNIKAITĖ ,53,1264,1264
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,61,RASA DUOBAITĖ-BUMBULIENĖ ,RASA DUOBAITĖ-BUMBULIENĖ ,54,1263,1263
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,62,IRENA HAASE ,IRENA HAASE ,60,1233,1233
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,63,SAULIUS PEČELIŪNAS ,SAULIUS PEČELIŪNAS ,39,1199,1199
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,64,GVIDAS RUTKAUSKAS ,GVIDAS RUTKAUSKAS ,57,1168,1168
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,65,ANDRIUS TUČKUS ,ANDRIUS TUČKUS ,58,1151,1151
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,66,GEDIMINAS ANUŽIS ,GEDIMINAS ANUŽIS ,65,1135,1135
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,67,ARVYDAS ALIŠAUSKAS ,ARVYDAS ALIŠAUSKAS ,49,1044,1044
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,68,AGNĖ BALČIŪNIENĖ ,AGNĖ BALČIŪNIENĖ ,113,956,956
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,69,DARIUS MOCKUS ,DARIUS MOCKUS ,101,923,923
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,70,POVILAS BALČIŪNAS ,POVILAS BALČIŪNAS ,70,920,920
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,71,ANDRIJANA FILINAITĖ ,ANDRIJANA FILINAITĖ ,124,851,851
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,72,TADAS BRUZGULIS ,TADAS BRUZGULIS ,95,845,845
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,73,GINTARAS CHŠČENAVIČIUS ,GINTARAS CHŠČENAVIČIUS ,71,843,843
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,74,LINA RIMKIENĖ ,LINA RIMKIENĖ ,82,838,838
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,75,IRUTĖ VARZIENĖ ,IRUTĖ VARZIENĖ ,66,832,832
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,76,SIGUTIS OBELEVIČIUS ,SIGUTIS OBELEVIČIUS ,59,808,808
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,77,VAIDOTAS BACEVIČIUS ,VAIDOTAS BACEVIČIUS ,87,805,805
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,78,RIMANTAS DIDŽIOKAS ,RIMANTAS DIDŽIOKAS ,62,773,773
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,79,VIOLETA PODOLSKAITĖ ,VIOLETA PODOLSKAITĖ ,77,755,755
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,80,GEDIMINAS KRASAUSKAS ,GEDIMINAS KRASAUSKAS ,85,743,743
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,81,VITALIJUS SATKEVIČIUS ,VITALIJUS SATKEVIČIUS ,81,738,738
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,82,ALGIS KAZULĖNAS ,ALGIS KAZULĖNAS ,72,726,726
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,83,ALGIS STRELČIŪNAS (V) ,ALGIS STRELČIŪNAS ,86,694,694
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,84,JOLANTA MARGAITIENĖ ,JOLANTA MARGAITIENĖ ,56,692,692
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,85,JONAS BANYS ,JONAS BANYS ,90,689,689
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,86,ARŪNAS BARBŠYS ,ARŪNAS BARBŠYS ,63,660,660
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,87,GIEDRĖ ČEPAITIENĖ ,GIEDRĖ ČEPAITIENĖ ,100,646,646
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,88,MANTAS JURGELAITIS ,MANTAS JURGELAITIS ,139,626,626
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,89,KRISTIJONAS PALIUTIS ,KRISTIJONAS PALIUTIS ,114,598,598
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,90,GEDIMINAS VALINEVIČIUS ,GEDIMINAS VALINEVIČIUS ,67,576,576
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,91,DAIVARAS RYBAKOVAS ,DAIVARAS RYBAKOVAS ,99,559,559
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,92,ASTA BEIERLE EIGIRDIENĖ ,ASTA BEIERLE EIGIRDIENĖ ,73,557,557
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,93,VALDAS ALEKNAVIČIUS ,VALDAS ALEKNAVIČIUS ,102,540,540
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,94,ANDRIUS PETRAITIS ,ANDRIUS PETRAITIS ,110,533,533
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,95,VYTAUTAS NAVICKAS ,VYTAUTAS NAVICKAS ,88,499,499
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,96,JUSTINAS PRANYS ,JUSTINAS PRANYS ,75,488,488
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,97,LINA PUDŽIUVELYTĖ ,LINA PUDŽIUVELYTĖ ,135,485,485
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,98,REGINA LUKOŠEVIČIENĖ ,REGINA LUKOŠEVIČIENĖ ,91,482,482
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,99,SKAIDRA DIŠLĖ ,SKAIDRA DIŠLĖ ,80,479,479
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,100,ŠARŪNAS KUNIGĖLIS ,ŠARŪNAS KUNIGĖLIS ,103,473,473
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,101,EDGARAS PILYPAITIS ,EDGARAS PILYPAITIS ,132,448,448
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,102,MODESTAS KUODIS ,MODESTAS KUODIS ,97,433,433
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,103,RIMVYDAS MITKUS ,RIMVYDAS MITKUS ,131,426,426
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,104,ERIKA KIŽIENĖ ,ERIKA KIŽIENĖ ,126,416,416
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,105,ARNAS LIAUKSMINAS ,ARNAS LIAUKSMINAS ,133,416,416
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,106,POVILAS KARVELIS ,POVILAS KARVELIS ,105,389,389
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,107,ALGIRDAS KLIMAITIS ,ALGIRDAS KLIMAITIS ,94,366,366
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,108,VILHELMINAS JANUŠONIS ,VILHELMINAS JANUŠONIS ,118,365,365
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,109,RAMŪNAS KARTENIS ,RAMŪNAS KARTENIS ,137,364,364
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,110,VIDMANTAS BUDRYS ,VIDMANTAS BUDRYS ,136,354,354
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,111,GEDIMINAS KAZĖNAS ,GEDIMINAS KAZĖNAS ,98,351,351
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,112,IRENA PALIONIENĖ ,IRENA PALIONIENĖ ,76,344,344
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,113,VIDMANTAS ŽILIUS ,VIDMANTAS ŽILIUS ,83,335,335
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,114,VYTAUTAS STANSLOVAS ,VYTAUTAS STANSLOVAS ,93,335,335
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,115,ALFREDA TAMOŠEVIČIENĖ ,ALFREDA TAMOŠEVIČIENĖ ,106,327,327
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,116,EDITA VAITIEKŪNIENĖ ,EDITA VAITIEKŪNIENĖ ,134,325,325
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,117,ANTANAS BARTULIS ,ANTANAS BARTULIS ,104,324,324
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,118,ŽILVINAS LELEIVA ,ŽILVINAS LELEIVA ,79,317,317
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,119,DARIUS EREMINAS ,DARIUS EREMINAS ,123,315,315
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,120,DALIA MEŠKAUSKIENĖ ,DALIA MEŠKAUSKIENĖ ,130,314,314
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,121,MAURIKIJUS GRĖBLIŪNAS ,MAURIKIJUS GRĖBLIŪNAS ,111,311,311
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,122,VYTAUTAS JUDICKAS ,VYTAUTAS JUDICKAS ,108,307,307
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,123,PETRAS MENDEIKA ,PETRAS MENDEIKA ,92,295,295
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,124,GIEDRIUS GRAŽULIS ,GIEDRIUS GRAŽULIS ,115,282,282
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,125,SIGITAS ČIRBA ,SIGITAS ČIRBA ,119,277,277
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,126,VIRGINIJUS KASILIAUSKAS ,VIRGINIJUS KASILIAUSKAS ,117,274,274
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,127,VYKINTAS STUMBRYS ,VYKINTAS STUMBRYS ,116,265,265
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,128,ALGIMANTAS VAITKUS ,ALGIMANTAS VAITKUS ,109,251,251
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,129,ALGIRDAS GASIŪNAS ,ALGIRDAS GASIŪNAS ,128,250,250
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,130,MINDAUGAS PETRAS BALAŠAITIS ,MINDAUGAS PETRAS BALAŠAITIS ,107,238,238
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,131,VITOLIS JANUŠEVIČIUS ,VITOLIS JANUŠEVIČIUS ,84,236,236
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,132,VYTAUTAS GIMŽAUSKAS ,VYTAUTAS GIMŽAUSKAS ,127,235,235
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,133,DARIUS JUODAITIS ,DARIUS JUODAITIS ,112,233,233
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,134,GINTAUTAS MACKONIS ,GINTAUTAS MACKONIS ,121,217,217
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,135,PAULIUS MARTINKĖNAS ,PAULIUS MARTINKĖNAS ,129,191,191
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,136,VIDA STASĖ SKARELIENĖ ,VIDA STASĖ SKARELIENĖ ,89,189,189
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,137,DARIUS ŠEŠKEVIČIUS ,DARIUS ŠEŠKEVIČIUS ,125,184,184
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,138,VIKTORAS GANUSAUSKAS ,VIKTORAS GANUSAUSKAS ,120,179,179
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,139,EDGARAS NORGELA ,EDGARAS NORGELA ,122,171,171
2016 Seimo rinkimai,Tėvynės sąjunga - Lietuvos krikščionys demokratai,140,ALDONA JANUŠEVIČIENĖ ,ALDONA JANUŠEVIČIENĖ ,78,128,128
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,1,SAULIUS SKVERNELIS (V) ,SAULIUS SKVERNELIS ,1,116550,116550
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,2,RAMŪNAS KARBAUSKIS (V) ,RAMŪNAS KARBAUSKIS ,2,111525,111525
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,3,RIMA BAŠKIENĖ (V) ,RIMA BAŠKIENĖ ,3,41819,41819
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,4,AURELIJUS VERYGA (V) ,AURELIJUS VERYGA ,5,33818,33818
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,5,POVILAS URBŠYS (V) ,POVILAS URBŠYS ,7,32692,32692
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,6,EUGENIJUS JOVAIŠA ,EUGENIJUS JOVAIŠA ,4,32104,32104
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,7,DAINIUS KEPENIS (V) ,DAINIUS KEPENIS ,10,23254,23254
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,8,STASYS JAKELIŪNAS ,STASYS JAKELIŪNAS ,9,19484,19484
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,9,VIKTORAS PRANCKIETIS (V) ,VIKTORAS PRANCKIETIS ,6,18625,18625
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,10,ANDRIEJUS STANČIKAS ,ANDRIEJUS STANČIKAS ,8,14386,14386
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,11,VYTAUTAS BAKAS ,VYTAUTAS BAKAS ,12,10666,10666
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,12,GUODA BUROKIENĖ (V) ,GUODA BUROKIENĖ ,11,8016,8016
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,13,JONAS JARUTIS ,JONAS JARUTIS ,14,6875,6875
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,14,VALERIJUS SIMULIK (V) ,VALERIJUS SIMULIK ,16,6870,6870
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,15,BRONIUS MARKAUSKAS (V) ,BRONIUS MARKAUSKAS ,15,6288,6288
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,16,MINDAUGAS PUIDOKAS (V) ,MINDAUGAS PUIDOKAS ,22,6278,6278
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,17,DOVILĖ ŠAKALIENĖ ,DOVILĖ ŠAKALIENĖ ,30,5827,5827
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,18,VIKTORAS RINKEVIČIUS ,VIKTORAS RINKEVIČIUS ,13,5531,5531
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,19,STASYS TUMĖNAS (V) ,STASYS TUMĖNAS ,29,5120,5120
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,20,VIRGILIJUS PODERYS ,VIRGILIJUS PODERYS ,18,4899,4899
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,21,AGNĖ ŠIRINSKIENĖ ,AGNĖ ŠIRINSKIENĖ ,21,4523,4523
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,22,GEDIMINAS VASILIAUSKAS (V) ,GEDIMINAS VASILIAUSKAS ,17,4413,4413
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,23,EGIDIJUS VAREIKIS ,EGIDIJUS VAREIKIS ,141,4250,4250
